Algorithm,Experiment,VMid,RT,Cost,Power
HBB-LB,90,38,4776.000,119.400,694.012
HBB-LB,90,39,2686.500,119.400,925.350
HBB-LB,90,40,42984.000,119.400,231.338
HBB-LB,90,41,10746.000,119.400,462.675
HBB-LB,90,42,4776.000,119.400,694.012
HBB-LB,90,43,2686.500,119.400,925.350
HBB-LB,90,44,42984.000,119.400,231.338
HBB-LB,90,45,10746.000,119.400,462.675
HBB-LB,90,46,4776.000,119.400,694.012
HBB-LB,90,47,2686.500,119.400,925.350
HBB-LB,90,48,42984.000,119.400,231.338
HBB-LB,90,49,10746.000,119.400,462.675
HBB-LB,91,0,42768.000,118.800,230.175
HBB-LB,91,1,10692.000,118.800,460.350
HBB-LB,91,2,4752.000,118.800,690.525
HBB-LB,91,3,2673.000,118.800,920.700
HBB-LB,91,4,42768.000,118.800,230.175
HBB-LB,91,5,10692.000,118.800,460.350
HBB-LB,91,6,4752.000,118.800,690.525
HBB-LB,91,7,2673.000,118.800,920.700
HBB-LB,91,8,42768.000,118.800,230.175
HBB-LB,91,9,10692.000,118.800,460.350
HBB-LB,91,10,4752.000,118.800,690.525
HBB-LB,91,11,2673.000,118.800,920.700
HBB-LB,91,12,42768.000,118.800,230.175
HBB-LB,91,13,10692.000,118.800,460.350
HBB-LB,91,14,4752.000,118.800,690.525
HBB-LB,91,15,2673.000,118.800,920.700
HBB-LB,91,16,42768.000,118.800,230.175
HBB-LB,91,17,10692.000,118.800,460.350
HBB-LB,91,18,4752.000,118.800,690.525
HBB-LB,91,19,2673.000,118.800,920.700
HBB-LB,91,20,42768.000,118.800,230.175
HBB-LB,91,21,10692.000,118.800,460.350
HBB-LB,91,22,4752.000,118.800,690.525
HBB-LB,91,23,2673.000,118.800,920.700
HBB-LB,91,24,42768.000,118.800,230.175
HBB-LB,91,25,10692.000,118.800,460.350
HBB-LB,91,28,42768.000,118.800,230.175
HBB-LB,91,26,4752.000,118.800,690.525
HBB-LB,91,27,2673.000,118.800,920.700
HBB-LB,91,29,10692.000,118.800,460.350
HBB-LB,91,30,4752.000,118.800,690.525
HBB-LB,91,31,2673.000,118.800,920.700
HBB-LB,91,32,42768.000,118.800,230.175
HBB-LB,91,33,10692.000,118.800,460.350
HBB-LB,91,34,4752.000,118.800,690.525
HBB-LB,91,35,2673.000,118.800,920.700
HBB-LB,91,36,42768.000,118.800,230.175
HBB-LB,91,37,10692.000,118.800,460.350
HBB-LB,91,38,4752.000,118.800,690.525
HBB-LB,91,39,2673.000,118.800,920.700
HBB-LB,91,40,42768.000,118.800,230.175
HBB-LB,91,41,10692.000,118.800,460.350
HBB-LB,91,42,4752.000,118.800,690.525
HBB-LB,91,43,2673.000,118.800,920.700
HBB-LB,91,44,42768.000,118.800,230.175
HBB-LB,91,45,10692.000,118.800,460.350
HBB-LB,91,46,4752.000,118.800,690.525
HBB-LB,91,47,2673.000,118.800,920.700
HBB-LB,91,48,42768.000,118.800,230.175
HBB-LB,91,49,10692.000,118.800,460.350
HBB-LB,92,0,42552.000,118.200,229.013
HBB-LB,92,1,10638.000,118.200,458.025
HBB-LB,92,2,4728.000,118.200,687.037
HBB-LB,92,3,2659.500,118.200,916.050
HBB-LB,92,4,42552.000,118.200,229.013
HBB-LB,92,5,10638.000,118.200,458.025
HBB-LB,92,6,4728.000,118.200,687.037
HBB-LB,92,7,2659.500,118.200,916.050
HBB-LB,92,8,42552.000,118.200,229.013
HBB-LB,92,9,10638.000,118.200,458.025
HBB-LB,92,10,4728.000,118.200,687.037
HBB-LB,92,11,2659.500,118.200,916.050
HBB-LB,92,12,42552.000,118.200,229.013
HBB-LB,92,13,10638.000,118.200,458.025
HBB-LB,92,14,4728.000,118.200,687.037
HBB-LB,92,15,2659.500,118.200,916.050
HBB-LB,92,16,42552.000,118.200,229.013
HBB-LB,92,17,10638.000,118.200,458.025
HBB-LB,92,18,4728.000,118.200,687.037
HBB-LB,92,19,2659.500,118.200,916.050
HBB-LB,92,20,42552.000,118.200,229.013
HBB-LB,92,21,10638.000,118.200,458.025
HBB-LB,92,22,4728.000,118.200,687.037
HBB-LB,92,23,2659.500,118.200,916.050
HBB-LB,92,24,42552.000,118.200,229.013
HBB-LB,92,25,10638.000,118.200,458.025
HBB-LB,92,28,42552.000,118.200,229.013
HBB-LB,92,26,4728.000,118.200,687.037
HBB-LB,92,27,2659.500,118.200,916.050
HBB-LB,92,29,10638.000,118.200,458.025
HBB-LB,92,30,4728.000,118.200,687.037
HBB-LB,92,31,2659.500,118.200,916.050
HBB-LB,92,32,42552.000,118.200,229.013
HBB-LB,92,33,10638.000,118.200,458.025
HBB-LB,92,34,4728.000,118.200,687.037
HBB-LB,92,35,2659.500,118.200,916.050
HBB-LB,92,36,42552.000,118.200,229.013
HBB-LB,92,37,10638.000,118.200,458.025
HBB-LB,92,38,4728.000,118.200,687.037
HBB-LB,92,39,2659.500,118.200,916.050
HBB-LB,92,40,42552.000,118.200,229.013
HBB-LB,92,41,10638.000,118.200,458.025
HBB-LB,92,42,4728.000,118.200,687.037
HBB-LB,92,43,2659.500,118.200,916.050
HBB-LB,92,44,42552.000,118.200,229.013
HBB-LB,92,45,10638.000,118.200,458.025
HBB-LB,92,46,4728.000,118.200,687.037
HBB-LB,92,47,2659.500,118.200,916.050
HBB-LB,92,48,42552.000,118.200,229.013
HBB-LB,92,49,10638.000,118.200,458.025
HBB-LB,93,0,42336.000,117.600,227.850
HBB-LB,93,1,10584.000,117.600,455.700
HBB-LB,93,2,4704.000,117.600,683.550
HBB-LB,93,3,2646.000,117.600,911.400
HBB-LB,93,4,42336.000,117.600,227.850
HBB-LB,93,5,10584.000,117.600,455.700
HBB-LB,93,6,4704.000,117.600,683.550
HBB-LB,93,7,2646.000,117.600,911.400
HBB-LB,93,8,42336.000,117.600,227.850
HBB-LB,93,9,10584.000,117.600,455.700
HBB-LB,93,10,4704.000,117.600,683.550
HBB-LB,93,11,2646.000,117.600,911.400
HBB-LB,93,12,42336.000,117.600,227.850
HBB-LB,93,13,10584.000,117.600,455.700
HBB-LB,93,14,4704.000,117.600,683.550
HBB-LB,93,15,2646.000,117.600,911.400
HBB-LB,93,16,42336.000,117.600,227.850
HBB-LB,93,17,10584.000,117.600,455.700
HBB-LB,93,18,4704.000,117.600,683.550
HBB-LB,93,19,2646.000,117.600,911.400
HBB-LB,93,20,42336.000,117.600,227.850
HBB-LB,93,21,10584.000,117.600,455.700
HBB-LB,93,22,4704.000,117.600,683.550
HBB-LB,93,23,2646.000,117.600,911.400
HBB-LB,93,24,42336.000,117.600,227.850
HBB-LB,93,25,10584.000,117.600,455.700
HBB-LB,93,28,42336.000,117.600,227.850
HBB-LB,93,26,4704.000,117.600,683.550
HBB-LB,93,27,2646.000,117.600,911.400
HBB-LB,93,29,10584.000,117.600,455.700
HBB-LB,93,30,4704.000,117.600,683.550
HBB-LB,93,31,2646.000,117.600,911.400
HBB-LB,93,32,42336.000,117.600,227.850
HBB-LB,93,33,10584.000,117.600,455.700
HBB-LB,93,34,4704.000,117.600,683.550
HBB-LB,93,35,2646.000,117.600,911.400
HBB-LB,93,36,42336.000,117.600,227.850
HBB-LB,93,37,10584.000,117.600,455.700
HBB-LB,93,38,4704.000,117.600,683.550
HBB-LB,93,39,2646.000,117.600,911.400
HBB-LB,93,40,42336.000,117.600,227.850
HBB-LB,93,41,10584.000,117.600,455.700
HBB-LB,93,42,4704.000,117.600,683.550
HBB-LB,93,43,2646.000,117.600,911.400
HBB-LB,93,44,42336.000,117.600,227.850
HBB-LB,93,45,10584.000,117.600,455.700
HBB-LB,93,46,4704.000,117.600,683.550
HBB-LB,93,47,2646.000,117.600,911.400
HBB-LB,93,48,42336.000,117.600,227.850
HBB-LB,93,49,10584.000,117.600,455.700
HBB-LB,94,0,42120.000,117.000,226.688
HBB-LB,94,1,10530.000,117.000,453.375
HBB-LB,94,2,4680.000,117.000,680.062
HBB-LB,94,3,2632.500,117.000,906.750
HBB-LB,94,4,42120.000,117.000,226.688
HBB-LB,94,5,10530.000,117.000,453.375
HBB-LB,94,6,4680.000,117.000,680.062
HBB-LB,94,7,2632.500,117.000,906.750
HBB-LB,94,8,42120.000,117.000,226.688
HBB-LB,94,9,10530.000,117.000,453.375
HBB-LB,94,10,4680.000,117.000,680.062
HBB-LB,94,11,2632.500,117.000,906.750
HBB-LB,94,12,42120.000,117.000,226.688
HBB-LB,94,13,10530.000,117.000,453.375
HBB-LB,94,14,4680.000,117.000,680.062
HBB-LB,94,15,2632.500,117.000,906.750
HBB-LB,94,16,42120.000,117.000,226.688
HBB-LB,94,17,10530.000,117.000,453.375
HBB-LB,94,18,4680.000,117.000,680.062
HBB-LB,94,19,2632.500,117.000,906.750
HBB-LB,94,20,42120.000,117.000,226.688
HBB-LB,94,21,10530.000,117.000,453.375
HBB-LB,94,22,4680.000,117.000,680.062
HBB-LB,94,23,2632.500,117.000,906.750
HBB-LB,94,24,42120.000,117.000,226.688
HBB-LB,94,25,10530.000,117.000,453.375
HBB-LB,94,28,42120.000,117.000,226.688
HBB-LB,94,26,4680.000,117.000,680.062
HBB-LB,94,27,2632.500,117.000,906.750
HBB-LB,94,29,10530.000,117.000,453.375
HBB-LB,94,30,4680.000,117.000,680.062
HBB-LB,94,31,2632.500,117.000,906.750
HBB-LB,94,32,42120.000,117.000,226.688
HBB-LB,94,33,10530.000,117.000,453.375
HBB-LB,94,34,4680.000,117.000,680.062
HBB-LB,94,35,2632.500,117.000,906.750
HBB-LB,94,36,42120.000,117.000,226.688
HBB-LB,94,37,10530.000,117.000,453.375
HBB-LB,94,38,4680.000,117.000,680.062
HBB-LB,94,39,2632.500,117.000,906.750
HBB-LB,94,40,42120.000,117.000,226.688
HBB-LB,94,41,10530.000,117.000,453.375
HBB-LB,94,42,4680.000,117.000,680.062
HBB-LB,94,43,2632.500,117.000,906.750
HBB-LB,94,44,42120.000,117.000,226.688
HBB-LB,94,45,10530.000,117.000,453.375
HBB-LB,94,46,4680.000,117.000,680.062
HBB-LB,94,47,2632.500,117.000,906.750
HBB-LB,94,48,42120.000,117.000,226.688
HBB-LB,94,49,10530.000,117.000,453.375
HBB-LB,95,0,41904.000,116.400,225.525
HBB-LB,95,1,10476.000,116.400,451.050
HBB-LB,95,2,4656.000,116.400,676.575
HBB-LB,95,3,2619.000,116.400,902.100
HBB-LB,95,4,41904.000,116.400,225.525
HBB-LB,95,5,10476.000,116.400,451.050
HBB-LB,95,6,4656.000,116.400,676.575
HBB-LB,95,7,2619.000,116.400,902.100
HBB-LB,95,8,41904.000,116.400,225.525
HBB-LB,95,9,10476.000,116.400,451.050
HBB-LB,95,10,4656.000,116.400,676.575
HBB-LB,95,11,2619.000,116.400,902.100
HBB-LB,95,12,41904.000,116.400,225.525
HBB-LB,95,13,10476.000,116.400,451.050
HBB-LB,95,14,4656.000,116.400,676.575
HBB-LB,95,15,2619.000,116.400,902.100
HBB-LB,95,16,41904.000,116.400,225.525
HBB-LB,95,17,10476.000,116.400,451.050
HBB-LB,95,18,4656.000,116.400,676.575
HBB-LB,95,19,2619.000,116.400,902.100
HBB-LB,95,20,41904.000,116.400,225.525
HBB-LB,95,21,10476.000,116.400,451.050
HBB-LB,95,22,4656.000,116.400,676.575
HBB-LB,95,23,2619.000,116.400,902.100
HBB-LB,95,24,41904.000,116.400,225.525
HBB-LB,95,25,10476.000,116.400,451.050
HBB-LB,95,28,41904.000,116.400,225.525
HBB-LB,95,26,4656.000,116.400,676.575
HBB-LB,95,27,2619.000,116.400,902.100
HBB-LB,95,29,10476.000,116.400,451.050
HBB-LB,95,30,4656.000,116.400,676.575
HBB-LB,95,31,2619.000,116.400,902.100
HBB-LB,95,32,41904.000,116.400,225.525
HBB-LB,95,33,10476.000,116.400,451.050
HBB-LB,95,34,4656.000,116.400,676.575
HBB-LB,95,35,2619.000,116.400,902.100
HBB-LB,95,36,41904.000,116.400,225.525
HBB-LB,95,37,10476.000,116.400,451.050
HBB-LB,95,38,4656.000,116.400,676.575
HBB-LB,95,39,2619.000,116.400,902.100
HBB-LB,95,40,41904.000,116.400,225.525
HBB-LB,95,41,10476.000,116.400,451.050
HBB-LB,95,42,4656.000,116.400,676.575
HBB-LB,95,43,2619.000,116.400,902.100
HBB-LB,95,44,41904.000,116.400,225.525
HBB-LB,95,45,10476.000,116.400,451.050
HBB-LB,95,46,4656.000,116.400,676.575
HBB-LB,95,47,2619.000,116.400,902.100
HBB-LB,95,48,41904.000,116.400,225.525
HBB-LB,95,49,10476.000,116.400,451.050
HBB-LB,96,0,41688.000,115.800,224.363
HBB-LB,96,1,10422.000,115.800,448.725
HBB-LB,96,2,4632.000,115.800,673.087
HBB-LB,96,3,2605.500,115.800,897.450
HBB-LB,96,4,41688.000,115.800,224.363
HBB-LB,96,5,10422.000,115.800,448.725
HBB-LB,96,6,4632.000,115.800,673.087
HBB-LB,96,7,2605.500,115.800,897.450
HBB-LB,96,8,41688.000,115.800,224.363
HBB-LB,96,9,10422.000,115.800,448.725
HBB-LB,96,10,4632.000,115.800,673.087
HBB-LB,96,11,2605.500,115.800,897.450
HBB-LB,96,12,41688.000,115.800,224.363
HBB-LB,96,13,10422.000,115.800,448.725
HBB-LB,96,14,4632.000,115.800,673.087
HBB-LB,96,15,2605.500,115.800,897.450
HBB-LB,96,16,41688.000,115.800,224.363
HBB-LB,96,17,10422.000,115.800,448.725
HBB-LB,96,18,4632.000,115.800,673.087
HBB-LB,96,19,2605.500,115.800,897.450
HBB-LB,96,20,41688.000,115.800,224.363
HBB-LB,96,21,10422.000,115.800,448.725
HBB-LB,96,22,4632.000,115.800,673.087
HBB-LB,96,23,2605.500,115.800,897.450
HBB-LB,96,24,41688.000,115.800,224.363
HBB-LB,96,25,10422.000,115.800,448.725
HBB-LB,96,28,41688.000,115.800,224.363
HBB-LB,96,26,4632.000,115.800,673.087
HBB-LB,96,27,2605.500,115.800,897.450
HBB-LB,96,29,10422.000,115.800,448.725
HBB-LB,96,30,4632.000,115.800,673.087
HBB-LB,96,31,2605.500,115.800,897.450
HBB-LB,96,32,41688.000,115.800,224.363
HBB-LB,96,33,10422.000,115.800,448.725
HBB-LB,96,34,4632.000,115.800,673.087
HBB-LB,96,35,2605.500,115.800,897.450
HBB-LB,96,36,41688.000,115.800,224.363
HBB-LB,96,37,10422.000,115.800,448.725
HBB-LB,96,38,4632.000,115.800,673.087
HBB-LB,96,39,2605.500,115.800,897.450
HBB-LB,96,40,41688.000,115.800,224.363
HBB-LB,96,41,10422.000,115.800,448.725
HBB-LB,96,42,4632.000,115.800,673.087
HBB-LB,96,43,2605.500,115.800,897.450
HBB-LB,96,44,41688.000,115.800,224.363
HBB-LB,96,45,10422.000,115.800,448.725
HBB-LB,96,46,4632.000,115.800,673.087
HBB-LB,96,47,2605.500,115.800,897.450
HBB-LB,96,48,41688.000,115.800,224.363
HBB-LB,96,49,10422.000,115.800,448.725
HBB-LB,97,0,41472.000,115.200,223.200
HBB-LB,97,1,10368.000,115.200,446.400
HBB-LB,97,2,4608.000,115.200,669.600
HBB-LB,97,3,2592.000,115.200,892.800
HBB-LB,97,4,41472.000,115.200,223.200
HBB-LB,97,5,10368.000,115.200,446.400
HBB-LB,97,6,4608.000,115.200,669.600
HBB-LB,97,7,2592.000,115.200,892.800
HBB-LB,97,8,41472.000,115.200,223.200
HBB-LB,97,9,10368.000,115.200,446.400
HBB-LB,97,10,4608.000,115.200,669.600
HBB-LB,97,11,2592.000,115.200,892.800
HBB-LB,97,12,41472.000,115.200,223.200
HBB-LB,97,13,10368.000,115.200,446.400
HBB-LB,97,14,4608.000,115.200,669.600
HBB-LB,97,15,2592.000,115.200,892.800
HBB-LB,97,16,41472.000,115.200,223.200
HBB-LB,97,17,10368.000,115.200,446.400
HBB-LB,97,18,4608.000,115.200,669.600
HBB-LB,97,19,2592.000,115.200,892.800
HBB-LB,97,20,41472.000,115.200,223.200
HBB-LB,97,21,10368.000,115.200,446.400
HBB-LB,97,22,4608.000,115.200,669.600
HBB-LB,97,23,2592.000,115.200,892.800
HBB-LB,97,24,41472.000,115.200,223.200
HBB-LB,97,25,10368.000,115.200,446.400
HBB-LB,97,28,41472.000,115.200,223.200
HBB-LB,97,26,4608.000,115.200,669.600
HBB-LB,97,27,2592.000,115.200,892.800
HBB-LB,97,29,10368.000,115.200,446.400
HBB-LB,97,30,4608.000,115.200,669.600
HBB-LB,97,31,2592.000,115.200,892.800
HBB-LB,97,32,41472.000,115.200,223.200
HBB-LB,97,33,10368.000,115.200,446.400
HBB-LB,97,34,4608.000,115.200,669.600
HBB-LB,97,35,2592.000,115.200,892.800
HBB-LB,97,36,41472.000,115.200,223.200
HBB-LB,97,37,10368.000,115.200,446.400
HBB-LB,97,38,4608.000,115.200,669.600
HBB-LB,97,39,2592.000,115.200,892.800
HBB-LB,97,40,41472.000,115.200,223.200
HBB-LB,97,41,10368.000,115.200,446.400
HBB-LB,97,42,4608.000,115.200,669.600
HBB-LB,97,43,2592.000,115.200,892.800
HBB-LB,97,44,41472.000,115.200,223.200
HBB-LB,97,45,10368.000,115.200,446.400
HBB-LB,97,46,4608.000,115.200,669.600
HBB-LB,97,47,2592.000,115.200,892.800
HBB-LB,97,48,41472.000,115.200,223.200
HBB-LB,97,49,10368.000,115.200,446.400
HBB-LB,98,0,41256.000,114.600,222.038
HBB-LB,98,1,10314.000,114.600,444.075
HBB-LB,98,2,4584.000,114.600,666.112
HBB-LB,98,3,2578.500,114.600,888.150
HBB-LB,98,4,41256.000,114.600,222.038
HBB-LB,98,5,10314.000,114.600,444.075
HBB-LB,98,6,4584.000,114.600,666.112
HBB-LB,98,7,2578.500,114.600,888.150
HBB-LB,98,8,41256.000,114.600,222.038
HBB-LB,98,9,10314.000,114.600,444.075
HBB-LB,98,10,4584.000,114.600,666.112
HBB-LB,98,11,2578.500,114.600,888.150
HBB-LB,98,12,41256.000,114.600,222.038
HBB-LB,98,13,10314.000,114.600,444.075
HBB-LB,98,14,4584.000,114.600,666.112
HBB-LB,98,15,2578.500,114.600,888.150
HBB-LB,98,16,41256.000,114.600,222.038
HBB-LB,98,17,10314.000,114.600,444.075
HBB-LB,98,18,4584.000,114.600,666.112
HBB-LB,98,19,2578.500,114.600,888.150
HBB-LB,98,20,41256.000,114.600,222.038
HBB-LB,98,21,10314.000,114.600,444.075
HBB-LB,98,22,4584.000,114.600,666.112
HBB-LB,98,23,2578.500,114.600,888.150
HBB-LB,98,24,41256.000,114.600,222.038
HBB-LB,98,25,10314.000,114.600,444.075
HBB-LB,98,28,41256.000,114.600,222.038
HBB-LB,98,26,4584.000,114.600,666.112
HBB-LB,98,27,2578.500,114.600,888.150
HBB-LB,98,29,10314.000,114.600,444.075
HBB-LB,98,30,4584.000,114.600,666.112
HBB-LB,98,31,2578.500,114.600,888.150
HBB-LB,98,32,41256.000,114.600,222.038
HBB-LB,98,33,10314.000,114.600,444.075
HBB-LB,98,34,4584.000,114.600,666.112
HBB-LB,98,35,2578.500,114.600,888.150
HBB-LB,98,36,41256.000,114.600,222.038
HBB-LB,98,37,10314.000,114.600,444.075
HBB-LB,98,38,4584.000,114.600,666.112
HBB-LB,98,39,2578.500,114.600,888.150
HBB-LB,98,40,41256.000,114.600,222.038
HBB-LB,98,41,10314.000,114.600,444.075
HBB-LB,98,42,4584.000,114.600,666.112
HBB-LB,98,43,2578.500,114.600,888.150
HBB-LB,98,44,41256.000,114.600,222.038
HBB-LB,98,45,10314.000,114.600,444.075
HBB-LB,98,46,4584.000,114.600,666.112
HBB-LB,98,47,2578.500,114.600,888.150
HBB-LB,98,48,41256.000,114.600,222.038
HBB-LB,98,49,10314.000,114.600,444.075
HBB-LB,99,0,41040.000,114.000,220.875
HBB-LB,99,1,10260.000,114.000,441.750
HBB-LB,99,2,4560.000,114.000,662.625
HBB-LB,99,3,2565.000,114.000,883.500
HBB-LB,99,4,41040.000,114.000,220.875
HBB-LB,99,5,10260.000,114.000,441.750
HBB-LB,99,6,4560.000,114.000,662.625
HBB-LB,99,7,2565.000,114.000,883.500
HBB-LB,99,8,41040.000,114.000,220.875
HBB-LB,99,9,10260.000,114.000,441.750
HBB-LB,99,10,4560.000,114.000,662.625
HBB-LB,99,11,2565.000,114.000,883.500
HBB-LB,99,12,41040.000,114.000,220.875
HBB-LB,99,13,10260.000,114.000,441.750
HBB-LB,99,14,4560.000,114.000,662.625
HBB-LB,99,15,2565.000,114.000,883.500
HBB-LB,99,16,41040.000,114.000,220.875
HBB-LB,99,17,10260.000,114.000,441.750
HBB-LB,99,18,4560.000,114.000,662.625
HBB-LB,99,19,2565.000,114.000,883.500
HBB-LB,99,20,41040.000,114.000,220.875
HBB-LB,99,21,10260.000,114.000,441.750
HBB-LB,99,22,4560.000,114.000,662.625
HBB-LB,99,23,2565.000,114.000,883.500
HBB-LB,99,24,41040.000,114.000,220.875
HBB-LB,99,25,10260.000,114.000,441.750
HBB-LB,99,28,41040.000,114.000,220.875
HBB-LB,99,26,4560.000,114.000,662.625
HBB-LB,99,27,2565.000,114.000,883.500
HBB-LB,99,29,10260.000,114.000,441.750
HBB-LB,99,30,4560.000,114.000,662.625
HBB-LB,99,31,2565.000,114.000,883.500
HBB-LB,99,32,41040.000,114.000,220.875
HBB-LB,99,33,10260.000,114.000,441.750
HBB-LB,99,34,4560.000,114.000,662.625
HBB-LB,99,35,2565.000,114.000,883.500
HBB-LB,99,36,41040.000,114.000,220.875
HBB-LB,99,37,10260.000,114.000,441.750
HBB-LB,99,38,4560.000,114.000,662.625
HBB-LB,99,39,2565.000,114.000,883.500
HBB-LB,99,40,41040.000,114.000,220.875
HBB-LB,99,41,10260.000,114.000,441.750
HBB-LB,99,42,4560.000,114.000,662.625
HBB-LB,99,43,2565.000,114.000,883.500
HBB-LB,99,44,41040.000,114.000,220.875
HBB-LB,99,45,10260.000,114.000,441.750
HBB-LB,99,46,4560.000,114.000,662.625
HBB-LB,99,47,2565.000,114.000,883.500
HBB-LB,99,48,41040.000,114.000,220.875
HBB-LB,99,49,10260.000,114.000,441.750
ILBA-HB,0,0,4.000,0.300,0.950
ILBA-HB,0,1,2.000,0.600,3.800
ILBA-HB,0,2,1.333,0.900,9.488
ILBA-HB,0,3,0.750,0.900,15.150
ILBA-HB,0,4,0.000,0.000,0.000
ILBA-HB,0,5,2.000,0.600,3.800
ILBA-HB,0,6,1.333,0.900,9.488
ILBA-HB,0,7,0.750,0.900,15.150
ILBA-HB,0,8,0.000,0.000,0.000
ILBA-HB,0,9,2.000,0.600,3.800
ILBA-HB,0,10,1.333,0.900,9.488
ILBA-HB,0,11,0.750,0.900,15.150
ILBA-HB,0,12,0.000,0.000,0.000
ILBA-HB,0,13,2.000,0.600,3.800
ILBA-HB,0,14,1.333,0.900,9.488
ILBA-HB,0,15,0.750,0.900,15.150
ILBA-HB,0,16,0.000,0.000,0.000
ILBA-HB,0,17,2.000,0.600,3.800
ILBA-HB,0,18,1.333,0.900,9.488
ILBA-HB,0,19,0.750,0.900,15.150
ILBA-HB,0,20,0.000,0.000,0.000
ILBA-HB,0,21,2.000,0.600,3.800
ILBA-HB,0,24,0.000,0.000,0.000
ILBA-HB,0,28,0.000,0.000,0.000
ILBA-HB,0,22,1.333,0.900,9.488
ILBA-HB,0,23,0.750,0.900,15.150
ILBA-HB,0,25,2.000,0.600,3.800
ILBA-HB,0,26,1.333,0.900,9.488
ILBA-HB,0,27,0.750,0.900,15.150
ILBA-HB,0,29,2.000,0.600,3.800
ILBA-HB,0,30,1.333,0.900,9.488
ILBA-HB,0,31,0.750,0.900,15.150
ILBA-HB,0,32,0.000,0.000,0.000
ILBA-HB,0,33,2.000,0.600,3.800
ILBA-HB,0,34,1.333,0.900,9.488
ILBA-HB,0,36,0.000,0.000,0.000
ILBA-HB,0,35,0.750,0.900,15.150
ILBA-HB,0,37,2.000,0.600,3.800
ILBA-HB,0,38,1.333,0.900,9.488
ILBA-HB,0,39,0.750,0.900,15.150
ILBA-HB,0,40,0.000,0.000,0.000
ILBA-HB,0,41,2.000,0.600,3.800
ILBA-HB,0,42,1.333,0.900,9.488
ILBA-HB,0,44,0.000,0.000,0.000
ILBA-HB,0,45,2.000,0.600,3.800
ILBA-HB,0,43,0.750,0.900,15.150
ILBA-HB,0,46,1.333,0.900,9.488
ILBA-HB,0,47,0.750,0.900,15.150
ILBA-HB,0,48,0.000,0.000,0.000
ILBA-HB,0,49,1.000,0.300,1.900
ILBA-HB,1,0,0.000,0.000,0.000
ILBA-HB,1,1,4.000,1.200,7.600
ILBA-HB,1,2,2.222,1.500,15.813
ILBA-HB,1,3,1.500,1.800,30.300
ILBA-HB,1,4,0.000,0.000,0.000
ILBA-HB,1,5,3.000,0.900,5.700
ILBA-HB,1,6,2.222,1.500,15.813
ILBA-HB,1,7,1.500,1.800,30.300
ILBA-HB,1,8,0.000,0.000,0.000
ILBA-HB,1,9,3.000,0.900,5.700
ILBA-HB,1,10,2.222,1.500,15.813
ILBA-HB,1,11,1.500,1.800,30.300
ILBA-HB,1,12,0.000,0.000,0.000
ILBA-HB,1,13,3.000,0.900,5.700
ILBA-HB,1,14,2.222,1.500,15.813
ILBA-HB,1,15,1.500,1.800,30.300
ILBA-HB,1,16,4.000,0.300,0.950
ILBA-HB,1,17,3.000,0.900,5.700
ILBA-HB,1,18,2.222,1.500,15.813
ILBA-HB,1,19,1.500,1.800,30.300
ILBA-HB,1,20,0.000,0.000,0.000
ILBA-HB,1,21,3.000,0.900,5.700
ILBA-HB,1,22,2.222,1.500,15.813
ILBA-HB,1,23,1.500,1.800,30.300
ILBA-HB,1,24,4.000,0.300,0.950
ILBA-HB,1,25,3.000,0.900,5.700
ILBA-HB,1,26,4.889,3.300,34.788
ILBA-HB,1,27,2.000,2.400,40.400
ILBA-HB,1,28,0.000,0.000,0.000
ILBA-HB,1,29,3.000,0.900,5.700
ILBA-HB,1,30,2.222,1.500,15.813
ILBA-HB,1,31,1.500,1.800,30.300
ILBA-HB,1,32,4.000,0.300,0.950
ILBA-HB,1,33,3.000,0.900,5.700
ILBA-HB,1,34,2.222,1.500,15.813
ILBA-HB,1,35,1.500,1.800,30.300
ILBA-HB,1,36,0.000,0.000,0.000
ILBA-HB,1,37,3.000,0.900,5.700
ILBA-HB,1,38,2.667,1.800,18.975
ILBA-HB,1,39,1.500,1.800,30.300
ILBA-HB,1,40,4.000,0.300,0.950
ILBA-HB,1,41,3.000,0.900,5.700
ILBA-HB,1,42,2.667,1.800,18.975
ILBA-HB,1,43,1.500,1.800,30.300
ILBA-HB,1,44,0.000,0.000,0.000
ILBA-HB,1,45,3.000,0.900,5.700
ILBA-HB,1,46,2.667,1.800,18.975
ILBA-HB,1,47,1.500,1.800,30.300
ILBA-HB,1,48,0.000,0.000,0.000
ILBA-HB,1,49,3.000,0.900,5.700
ILBA-HB,2,0,0.000,0.000,0.000
ILBA-HB,2,1,6.000,1.800,11.400
ILBA-HB,2,2,3.556,2.400,25.300
ILBA-HB,2,3,2.000,2.400,40.400
ILBA-HB,2,4,0.000,0.000,0.000
ILBA-HB,2,5,6.000,1.800,11.400
ILBA-HB,2,6,3.556,2.400,25.300
ILBA-HB,2,7,2.000,2.400,40.400
ILBA-HB,2,8,4.000,0.300,0.950
ILBA-HB,2,9,6.000,1.800,11.400
ILBA-HB,2,10,3.556,2.400,25.300
ILBA-HB,2,11,2.000,2.400,40.400
ILBA-HB,2,12,0.000,0.000,0.000
ILBA-HB,2,13,6.000,1.800,11.400
ILBA-HB,2,14,3.556,2.400,25.300
ILBA-HB,2,15,2.000,2.400,40.400
ILBA-HB,2,16,4.000,0.300,0.950
ILBA-HB,2,17,6.000,1.800,11.400
ILBA-HB,2,18,3.556,2.400,25.300
ILBA-HB,2,19,2.000,2.400,40.400
