type,experiment_number,VM_ID,VM_exTime,VM_costPerStorage,VM_powerCompsuption
FUZZY,55,44,0.000,0.000,0.000
FUZZY,55,39,34.500,6.900,116.150
FUZZY,55,41,30.000,1.500,9.500
FUZZY,55,42,26.667,3.000,31.625
FUZZY,55,43,37.500,7.500,126.250
FUZZY,55,45,54.000,2.700,17.100
FUZZY,55,46,29.333,3.300,34.788
FUZZY,55,47,43.500,8.700,146.450
FUZZY,55,48,0.000,0.000,0.000
FUZZY,55,49,24.000,1.200,7.600
FUZZY,56,0,24.000,0.300,0.950
FUZZY,56,1,42.000,2.100,13.300
FUZZY,56,2,34.667,3.900,41.113
FUZZY,56,3,39.000,7.800,131.300
FUZZY,56,4,0.000,0.000,0.000
FUZZY,56,5,60.000,3.000,19.000
FUZZY,56,6,29.333,3.300,34.788
FUZZY,56,7,49.500,9.900,166.650
FUZZY,56,8,48.000,0.600,1.900
FUZZY,56,9,60.000,3.000,19.000
FUZZY,56,10,45.333,5.100,53.763
FUZZY,56,11,28.500,5.700,95.950
FUZZY,56,12,0.000,0.000,0.000
FUZZY,56,13,54.000,2.700,17.100
FUZZY,56,14,58.667,6.600,69.575
FUZZY,56,15,46.500,9.300,156.550
FUZZY,56,16,24.000,0.300,0.950
FUZZY,56,17,36.000,1.800,11.400
FUZZY,56,20,0.000,0.000,0.000
FUZZY,56,18,34.667,3.900,41.113
FUZZY,56,19,40.500,8.100,136.350
FUZZY,56,21,54.000,2.700,17.100
FUZZY,56,22,32.000,3.600,37.950
FUZZY,56,23,34.500,6.900,116.150
FUZZY,56,24,48.000,0.600,1.900
FUZZY,56,25,60.000,3.000,19.000
FUZZY,56,26,104.000,11.700,123.337
FUZZY,56,27,39.000,7.800,131.300
FUZZY,56,28,48.000,0.600,1.900
FUZZY,56,29,54.000,2.700,17.100
FUZZY,56,30,26.667,3.000,31.625
FUZZY,56,31,40.500,8.100,136.350
FUZZY,56,32,0.000,0.000,0.000
FUZZY,56,33,60.000,3.000,19.000
FUZZY,56,34,61.333,6.900,72.738
FUZZY,56,35,40.500,8.100,136.350
FUZZY,56,36,0.000,0.000,0.000
FUZZY,56,37,24.000,1.200,7.600
FUZZY,56,38,29.333,3.300,34.788
FUZZY,56,40,48.000,0.600,1.900
FUZZY,56,44,24.000,0.300,0.950
FUZZY,56,39,42.000,8.400,141.400
FUZZY,56,41,54.000,2.700,17.100
FUZZY,56,42,45.333,5.100,53.763
FUZZY,56,43,46.500,9.300,156.550
FUZZY,56,45,42.000,2.100,13.300
FUZZY,56,46,56.000,6.300,66.413
FUZZY,56,47,43.500,8.700,146.450
FUZZY,56,48,24.000,0.300,0.950
FUZZY,56,49,48.000,2.400,15.200
FUZZY,57,0,0.000,0.000,0.000
FUZZY,57,1,78.000,3.900,24.700
FUZZY,57,2,40.000,4.500,47.438
FUZZY,57,3,43.500,8.700,146.450
FUZZY,57,4,0.000,0.000,0.000
FUZZY,57,5,48.000,2.400,15.200
FUZZY,57,6,80.000,9.000,94.875
FUZZY,57,7,39.000,7.800,131.300
FUZZY,57,8,72.000,0.900,2.850
FUZZY,57,12,0.000,0.000,0.000
FUZZY,57,9,36.000,1.800,11.400
FUZZY,57,10,32.000,3.600,37.950
FUZZY,57,11,45.000,9.000,151.500
FUZZY,57,13,66.000,3.300,20.900
FUZZY,57,14,37.333,4.200,44.275
FUZZY,57,15,33.000,6.600,111.100
FUZZY,57,16,72.000,0.900,2.850
FUZZY,57,17,54.000,2.700,17.100
FUZZY,57,20,0.000,0.000,0.000
FUZZY,57,18,53.333,6.000,63.250
FUZZY,57,19,52.500,10.500,176.750
FUZZY,57,21,78.000,3.900,24.700
FUZZY,57,22,58.667,6.600,69.575
FUZZY,57,23,49.500,9.900,166.650
FUZZY,57,24,0.000,0.000,0.000
FUZZY,57,25,42.000,2.100,13.300
FUZZY,57,26,125.333,14.100,148.637
FUZZY,57,27,33.000,6.600,111.100
FUZZY,57,28,0.000,0.000,0.000
FUZZY,57,29,60.000,3.000,19.000
FUZZY,57,30,26.667,3.000,31.625
FUZZY,57,31,37.500,7.500,126.250
FUZZY,57,32,48.000,0.600,1.900
FUZZY,57,33,24.000,1.200,7.600
FUZZY,57,34,56.000,6.300,66.413
FUZZY,57,35,49.500,9.900,166.650
FUZZY,57,36,0.000,0.000,0.000
FUZZY,57,37,78.000,3.900,24.700
FUZZY,57,38,34.667,3.900,41.113
FUZZY,57,40,0.000,0.000,0.000
FUZZY,57,44,72.000,0.900,2.850
FUZZY,57,39,46.500,9.300,156.550
FUZZY,57,41,72.000,3.600,22.800
FUZZY,57,42,58.667,6.600,69.575
FUZZY,57,43,49.500,9.900,166.650
FUZZY,57,45,48.000,2.400,15.200
FUZZY,57,46,77.333,8.700,91.712
FUZZY,57,47,60.000,12.000,202.000
FUZZY,57,48,48.000,0.600,1.900
FUZZY,57,49,60.000,3.000,19.000
FUZZY,58,0,72.000,0.900,2.850
FUZZY,58,1,102.000,5.100,32.300
FUZZY,58,2,74.667,8.400,88.550
FUZZY,58,3,49.500,9.900,166.650
FUZZY,58,4,24.000,0.300,0.950
FUZZY,58,5,108.000,5.400,34.200
FUZZY,58,6,42.667,4.800,50.600
FUZZY,58,7,42.000,8.400,141.400
FUZZY,58,8,72.000,0.900,2.850
FUZZY,58,9,66.000,3.300,20.900
FUZZY,58,10,66.667,7.500,79.063
FUZZY,58,11,57.000,11.400,191.900
FUZZY,58,12,48.000,0.600,1.900
FUZZY,58,13,54.000,2.700,17.100
FUZZY,58,14,40.000,4.500,47.438
FUZZY,58,15,30.000,6.000,101.000
FUZZY,58,16,240.000,3.000,9.500
FUZZY,58,17,78.000,3.900,24.700
FUZZY,58,20,120.000,1.500,4.750
FUZZY,58,18,42.667,4.800,50.600
FUZZY,58,19,36.000,7.200,121.200
FUZZY,58,21,78.000,3.900,24.700
FUZZY,58,22,64.000,7.200,75.900
FUZZY,58,23,48.000,9.600,161.600
FUZZY,58,24,0.000,0.000,0.000
FUZZY,58,25,78.000,3.900,24.700
FUZZY,58,26,114.667,12.900,135.987
FUZZY,58,27,49.500,9.900,166.650
FUZZY,58,28,72.000,0.900,2.850
FUZZY,58,29,84.000,4.200,26.600
FUZZY,58,30,74.667,8.400,88.550
FUZZY,58,31,63.000,12.600,212.100
FUZZY,58,32,120.000,1.500,4.750
FUZZY,58,33,54.000,2.700,17.100
FUZZY,58,34,50.667,5.700,60.088
FUZZY,58,35,52.500,10.500,176.750
FUZZY,58,36,72.000,0.900,2.850
FUZZY,58,37,48.000,2.400,15.200
FUZZY,58,38,61.333,6.900,72.738
FUZZY,58,40,120.000,1.500,4.750
FUZZY,58,44,24.000,0.300,0.950
FUZZY,58,39,48.000,9.600,161.600
FUZZY,58,41,96.000,4.800,30.400
FUZZY,58,42,66.667,7.500,79.063
FUZZY,58,43,42.000,8.400,141.400
FUZZY,58,45,42.000,2.100,13.300
FUZZY,58,46,61.333,6.900,72.738
FUZZY,58,47,52.500,10.500,176.750
FUZZY,58,48,48.000,0.600,1.900
FUZZY,58,49,72.000,3.600,22.800
FUZZY,59,0,96.000,1.200,3.800
FUZZY,59,1,84.000,4.200,26.600
FUZZY,59,2,53.333,6.000,63.250
FUZZY,59,3,58.500,11.700,196.950
FUZZY,59,4,24.000,0.300,0.950
FUZZY,59,5,66.000,3.300,20.900
FUZZY,59,6,66.667,7.500,79.063
FUZZY,59,7,42.000,8.400,141.400
FUZZY,59,8,24.000,0.300,0.950
FUZZY,59,9,96.000,4.800,30.400
FUZZY,59,10,37.333,4.200,44.275
FUZZY,59,11,51.000,10.200,171.700
FUZZY,59,12,72.000,0.900,2.850
FUZZY,59,13,96.000,4.800,30.400
FUZZY,59,14,64.000,7.200,75.900
FUZZY,59,15,46.500,9.300,156.550
FUZZY,59,16,48.000,0.600,1.900
FUZZY,59,17,78.000,3.900,24.700
FUZZY,59,18,72.000,8.100,85.387
FUZZY,59,19,54.000,10.800,181.800
FUZZY,59,20,24.000,0.300,0.950
FUZZY,59,21,114.000,5.700,36.100
FUZZY,59,22,74.667,8.400,88.550
FUZZY,59,23,64.500,12.900,217.150
FUZZY,59,24,24.000,0.300,0.950
FUZZY,59,25,48.000,2.400,15.200
FUZZY,59,26,146.667,16.500,173.937
FUZZY,59,27,48.000,9.600,161.600
FUZZY,59,28,0.000,0.000,0.000
FUZZY,59,29,78.000,3.900,24.700
FUZZY,59,30,64.000,7.200,75.900
FUZZY,59,31,61.500,12.300,207.050
FUZZY,59,32,48.000,0.600,1.900
FUZZY,59,33,114.000,5.700,36.100
FUZZY,59,34,64.000,7.200,75.900
FUZZY,59,36,120.000,1.500,4.750
FUZZY,59,35,51.000,10.200,171.700
FUZZY,59,37,102.000,5.100,32.300
FUZZY,59,38,58.667,6.600,69.575
FUZZY,59,39,45.000,9.000,151.500
FUZZY,59,40,72.000,0.900,2.850
FUZZY,59,41,102.000,5.100,32.300
FUZZY,59,42,50.667,5.700,60.088
FUZZY,59,44,96.000,1.200,3.800
FUZZY,59,45,102.000,5.100,32.300
FUZZY,59,43,46.500,9.300,156.550
FUZZY,59,46,53.333,6.000,63.250
FUZZY,59,47,51.000,10.200,171.700
FUZZY,59,48,0.000,0.000,0.000
FUZZY,59,49,84.000,4.200,26.600
FUZZY,60,0,28.000,0.300,0.950
FUZZY,60,1,0.000,0.000,0.000
FUZZY,60,2,3.111,0.300,3.163
FUZZY,60,3,3.500,0.600,10.100
FUZZY,60,4,0.000,0.000,0.000
FUZZY,60,5,7.000,0.300,1.900
FUZZY,60,6,3.111,0.300,3.163
FUZZY,60,7,0.000,0.000,0.000
FUZZY,60,8,28.000,0.300,0.950
FUZZY,60,9,21.000,0.900,5.700
FUZZY,60,10,3.111,0.300,3.163
FUZZY,60,11,1.750,0.300,5.050
FUZZY,60,12,0.000,0.000,0.000
FUZZY,60,13,7.000,0.300,1.900
FUZZY,60,14,3.111,0.300,3.163
FUZZY,60,15,1.750,0.300,5.050
FUZZY,60,16,28.000,0.300,0.950
FUZZY,60,17,0.000,0.000,0.000
FUZZY,60,20,0.000,0.000,0.000
FUZZY,60,18,6.222,0.600,6.325
FUZZY,60,19,0.000,0.000,0.000
FUZZY,60,21,0.000,0.000,0.000
FUZZY,60,22,9.333,0.900,9.488
FUZZY,60,23,3.500,0.600,10.100
FUZZY,60,24,0.000,0.000,0.000
FUZZY,60,25,21.000,0.900,5.700
FUZZY,60,26,15.556,1.500,15.813
FUZZY,60,27,5.250,0.900,15.150
FUZZY,60,28,0.000,0.000,0.000
FUZZY,60,29,7.000,0.300,1.900
FUZZY,60,30,12.444,1.200,12.650
FUZZY,60,31,0.000,0.000,0.000
FUZZY,60,32,28.000,0.300,0.950
FUZZY,60,33,0.000,0.000,0.000
FUZZY,60,34,6.222,0.600,6.325
FUZZY,60,35,0.000,0.000,0.000
FUZZY,60,36,0.000,0.000,0.000
FUZZY,60,37,7.000,0.300,1.900
FUZZY,60,38,3.111,0.300,3.163
FUZZY,60,40,28.000,0.300,0.950
FUZZY,60,44,0.000,0.000,0.000
FUZZY,60,39,0.000,0.000,0.000
FUZZY,60,41,21.000,0.900,5.700
FUZZY,60,42,9.333,0.900,9.488
FUZZY,60,43,3.500,0.600,10.100
FUZZY,60,45,7.000,0.300,1.900
FUZZY,60,46,6.222,0.600,6.325
FUZZY,60,47,3.500,0.600,10.100
FUZZY,60,48,0.000,0.000,0.000
FUZZY,60,49,0.000,0.000,0.000
FUZZY,61,0,28.000,0.300,0.950
FUZZY,61,1,7.000,0.300,1.900
FUZZY,61,2,6.222,0.600,6.325
FUZZY,61,3,14.000,2.400,40.400
FUZZY,61,4,28.000,0.300,0.950
FUZZY,61,5,7.000,0.300,1.900
FUZZY,61,6,15.556,1.500,15.813
FUZZY,61,7,10.500,1.800,30.300
FUZZY,61,8,28.000,0.300,0.950
FUZZY,61,9,28.000,1.200,7.600
FUZZY,61,10,9.333,0.900,9.488
FUZZY,61,11,12.250,2.100,35.350
FUZZY,61,12,0.000,0.000,0.000
FUZZY,61,13,14.000,0.600,3.800
FUZZY,61,14,6.222,0.600,6.325
FUZZY,61,15,17.500,3.000,50.500
FUZZY,61,16,28.000,0.300,0.950
FUZZY,61,17,0.000,0.000,0.000
FUZZY,61,20,0.000,0.000,0.000
FUZZY,61,18,12.444,1.200,12.650
FUZZY,61,19,7.000,1.200,20.200
FUZZY,61,21,14.000,0.600,3.800
FUZZY,61,22,9.333,0.900,9.488
FUZZY,61,23,7.000,1.200,20.200
FUZZY,61,24,0.000,0.000,0.000
FUZZY,61,25,28.000,1.200,7.600
FUZZY,61,26,31.111,3.000,31.625
FUZZY,61,27,12.250,2.100,35.350
FUZZY,61,28,0.000,0.000,0.000
FUZZY,61,29,14.000,0.600,3.800
FUZZY,61,30,15.556,1.500,15.813
FUZZY,61,31,15.750,2.700,45.450
FUZZY,61,32,28.000,0.300,0.950
FUZZY,61,33,0.000,0.000,0.000
FUZZY,61,34,15.556,1.500,15.813
FUZZY,61,35,7.000,1.200,20.200
FUZZY,61,36,0.000,0.000,0.000
FUZZY,61,37,7.000,0.300,1.900
FUZZY,61,38,3.111,0.300,3.163
FUZZY,61,39,14.000,2.400,40.400
FUZZY,61,40,28.000,0.300,0.950
FUZZY,61,41,21.000,0.900,5.700
FUZZY,61,42,12.444,1.200,12.650
FUZZY,61,43,14.000,2.400,40.400
FUZZY,61,44,28.000,0.300,0.950
FUZZY,61,45,7.000,0.300,1.900
FUZZY,61,46,12.444,1.200,12.650
FUZZY,61,48,28.000,0.300,0.950
FUZZY,61,49,7.000,0.300,1.900
FUZZY,61,47,17.500,3.000,50.500
FUZZY,62,0,28.000,0.300,0.950
FUZZY,62,1,14.000,0.600,3.800
FUZZY,62,2,12.444,1.200,12.650
FUZZY,62,3,28.000,4.800,80.800
FUZZY,62,4,28.000,0.300,0.950
FUZZY,62,5,7.000,0.300,1.900
FUZZY,62,6,12.444,1.200,12.650
FUZZY,62,7,24.500,4.200,70.700
FUZZY,62,8,28.000,0.300,0.950
FUZZY,62,9,28.000,1.200,7.600
FUZZY,62,10,12.444,1.200,12.650
FUZZY,62,11,22.750,3.900,65.650
FUZZY,62,12,0.000,0.000,0.000
FUZZY,62,13,21.000,0.900,5.700
FUZZY,62,14,18.667,1.800,18.975
FUZZY,62,15,28.000,4.800,80.800
FUZZY,62,16,0.000,0.000,0.000
FUZZY,62,17,7.000,0.300,1.900
FUZZY,62,18,24.889,2.400,25.300
FUZZY,62,19,22.750,3.900,65.650
FUZZY,62,20,0.000,0.000,0.000
FUZZY,62,21,7.000,0.300,1.900
FUZZY,62,22,18.667,1.800,18.975
FUZZY,62,23,22.750,3.900,65.650
FUZZY,62,24,28.000,0.300,0.950
FUZZY,62,25,28.000,1.200,7.600
FUZZY,62,26,43.556,4.200,44.275
FUZZY,62,27,19.250,3.300,55.550
FUZZY,62,28,0.000,0.000,0.000
FUZZY,62,29,7.000,0.300,1.900
FUZZY,62,30,12.444,1.200,12.650
FUZZY,62,31,22.750,3.900,65.650
FUZZY,62,32,28.000,0.300,0.950
FUZZY,62,33,7.000,0.300,1.900
FUZZY,62,34,24.889,2.400,25.300
FUZZY,62,35,21.000,3.600,60.600
FUZZY,62,36,0.000,0.000,0.000
FUZZY,62,37,7.000,0.300,1.900
FUZZY,62,38,18.667,1.800,18.975
FUZZY,62,39,21.000,3.600,60.600
FUZZY,62,40,28.000,0.300,0.950
FUZZY,62,41,28.000,1.200,7.600
FUZZY,62,42,9.333,0.900,9.488
FUZZY,62,43,22.750,3.900,65.650
FUZZY,62,44,0.000,0.000,0.000
FUZZY,62,45,28.000,1.200,7.600
FUZZY,62,46,24.889,2.400,25.300
FUZZY,62,47,26.250,4.500,75.750
FUZZY,62,48,28.000,0.300,0.950
FUZZY,62,49,0.000,0.000,0.000
FUZZY,63,0,28.000,0.300,0.950
FUZZY,63,1,35.000,1.500,9.500
FUZZY,63,2,31.111,3.000,31.625
FUZZY,63,3,31.500,5.400,90.900
FUZZY,63,4,0.000,0.000,0.000
FUZZY,63,5,21.000,0.900,5.700
FUZZY,63,6,28.000,2.700,28.463
FUZZY,63,7,29.750,5.100,85.850
FUZZY,63,8,28.000,0.300,0.950
FUZZY,63,12,0.000,0.000,0.000
FUZZY,63,9,21.000,0.900,5.700
FUZZY,63,10,15.556,1.500,15.813
FUZZY,63,11,31.500,5.400,90.900
FUZZY,63,13,21.000,0.900,5.700
FUZZY,63,14,18.667,1.800,18.975
FUZZY,63,15,31.500,5.400,90.900
FUZZY,63,16,28.000,0.300,0.950
FUZZY,63,17,28.000,1.200,7.600
FUZZY,63,18,34.222,3.300,34.788
FUZZY,63,19,35.000,6.000,101.000
FUZZY,63,20,28.000,0.300,0.950
FUZZY,63,21,7.000,0.300,1.900
FUZZY,63,22,24.889,2.400,25.300
FUZZY,63,23,28.000,4.800,80.800
FUZZY,63,24,0.000,0.000,0.000
FUZZY,63,25,35.000,1.500,9.500
FUZZY,63,26,59.111,5.700,60.088
FUZZY,63,27,35.000,6.000,101.000
FUZZY,63,28,0.000,0.000,0.000
FUZZY,63,29,35.000,1.500,9.500
FUZZY,63,30,15.556,1.500,15.813
FUZZY,63,31,28.000,4.800,80.800
FUZZY,63,32,28.000,0.300,0.950
FUZZY,63,33,7.000,0.300,1.900
FUZZY,63,34,31.111,3.000,31.625
FUZZY,63,35,31.500,5.400,90.900
FUZZY,63,36,28.000,0.300,0.950
FUZZY,63,37,28.000,1.200,7.600
FUZZY,63,38,9.333,0.900,9.488
FUZZY,63,39,35.000,6.000,101.000
FUZZY,63,40,28.000,0.300,0.950
FUZZY,63,41,21.000,0.900,5.700
FUZZY,63,42,15.556,1.500,15.813
FUZZY,63,43,31.500,5.400,90.900
FUZZY,63,44,28.000,0.300,0.950
FUZZY,63,45,28.000,1.200,7.600
FUZZY,63,46,34.222,3.300,34.788
FUZZY,63,47,33.250,5.700,95.950
FUZZY,63,48,28.000,0.300,0.950
FUZZY,63,49,0.000,0.000,0.000
FUZZY,64,0,28.000,0.300,0.950
FUZZY,64,1,28.000,1.200,7.600
FUZZY,64,2,24.889,2.400,25.300
FUZZY,64,3,45.500,7.800,131.300
FUZZY,64,4,28.000,0.300,0.950
FUZZY,64,5,42.000,1.800,11.400
FUZZY,64,6,31.111,3.000,31.625
FUZZY,64,7,28.000,4.800,80.800
FUZZY,64,8,28.000,0.300,0.950
FUZZY,64,9,35.000,1.500,9.500
FUZZY,64,10,24.889,2.400,25.300
FUZZY,64,11,45.500,7.800,131.300
FUZZY,64,12,28.000,0.300,0.950
FUZZY,64,13,49.000,2.100,13.300
FUZZY,64,14,28.000,2.700,28.463
FUZZY,64,15,36.750,6.300,106.050
FUZZY,64,16,56.000,0.600,1.900
FUZZY,64,17,21.000,0.900,5.700
FUZZY,64,18,31.111,3.000,31.625
FUZZY,64,19,42.000,7.200,121.200
FUZZY,64,20,28.000,0.300,0.950
FUZZY,64,21,42.000,1.800,11.400
FUZZY,64,22,24.889,2.400,25.300
FUZZY,64,23,40.250,6.900,116.150
FUZZY,64,24,56.000,0.600,1.900
FUZZY,64,25,21.000,0.900,5.700
FUZZY,64,26,49.778,4.800,50.600
FUZZY,64,27,50.750,8.700,146.450
FUZZY,64,28,56.000,0.600,1.900
FUZZY,64,29,56.000,2.400,15.200
FUZZY,64,30,28.000,2.700,28.463
FUZZY,64,31,56.000,9.600,161.600
FUZZY,64,32,28.000,0.300,0.950
FUZZY,64,33,42.000,1.800,11.400
FUZZY,64,34,37.333,3.600,37.950
FUZZY,64,36,28.000,0.300,0.950
FUZZY,64,35,38.500,6.600,111.100
FUZZY,64,37,35.000,1.500,9.500
FUZZY,64,38,21.778,2.100,22.138
FUZZY,64,39,42.000,7.200,121.200
FUZZY,64,40,0.000,0.000,0.000
FUZZY,64,41,21.000,0.900,5.700
FUZZY,64,42,31.111,3.000,31.625
FUZZY,64,44,56.000,0.600,1.900
FUZZY,64,45,56.000,2.400,15.200
FUZZY,64,43,24.500,4.200,70.700
FUZZY,64,46,40.444,3.900,41.113
FUZZY,64,47,47.250,8.100,136.350
FUZZY,64,48,28.000,0.300,0.950
FUZZY,64,49,21.000,0.900,5.700
FUZZY,65,0,28.000,0.300,0.950
FUZZY,65,1,56.000,2.400,15.200
FUZZY,65,2,43.556,4.200,44.275
FUZZY,65,3,50.750,8.700,146.450
FUZZY,65,4,28.000,0.300,0.950
FUZZY,65,5,28.000,1.200,7.600
FUZZY,65,6,43.556,4.200,44.275
FUZZY,65,7,35.000,6.000,101.000
FUZZY,65,8,56.000,0.600,1.900
FUZZY,65,9,42.000,1.800,11.400
FUZZY,65,10,40.444,3.900,41.113
FUZZY,65,11,56.000,9.600,161.600
FUZZY,65,12,28.000,0.300,0.950
FUZZY,65,13,49.000,2.100,13.300
FUZZY,65,14,46.667,4.500,47.438
FUZZY,65,15,47.250,8.100,136.350
FUZZY,65,16,28.000,0.300,0.950
FUZZY,65,17,28.000,1.200,7.600
FUZZY,65,18,46.667,4.500,47.438
FUZZY,65,19,47.250,8.100,136.350
FUZZY,65,20,112.000,1.200,3.800
FUZZY,65,21,49.000,2.100,13.300
FUZZY,65,24,56.000,0.600,1.900
FUZZY,65,28,112.000,1.200,3.800
FUZZY,65,22,40.444,3.900,41.113
FUZZY,65,23,45.500,7.800,131.300
FUZZY,65,25,49.000,2.100,13.300
FUZZY,65,26,43.556,4.200,44.275
FUZZY,65,27,47.250,8.100,136.350
FUZZY,65,29,63.000,2.700,17.100
FUZZY,65,30,37.333,3.600,37.950
FUZZY,65,31,31.500,5.400,90.900
FUZZY,65,32,28.000,0.300,0.950
FUZZY,65,33,42.000,1.800,11.400
FUZZY,65,34,65.333,6.300,66.413
FUZZY,65,36,168.000,1.800,5.700
FUZZY,65,35,33.250,5.700,95.950
FUZZY,65,37,35.000,1.500,9.500
FUZZY,65,38,31.111,3.000,31.625
FUZZY,65,39,40.250,6.900,116.150
FUZZY,65,40,84.000,0.900,2.850
FUZZY,65,41,28.000,1.200,7.600
FUZZY,65,42,31.111,3.000,31.625
FUZZY,65,44,84.000,0.900,2.850
FUZZY,65,45,63.000,2.700,17.100
FUZZY,65,43,43.750,7.500,126.250
FUZZY,65,46,34.222,3.300,34.788
FUZZY,65,47,50.750,8.700,146.450
FUZZY,65,48,0.000,0.000,0.000
FUZZY,65,49,28.000,1.200,7.600
FUZZY,66,0,140.000,1.500,4.750
FUZZY,66,1,49.000,2.100,13.300
FUZZY,66,2,40.444,3.900,41.113
FUZZY,66,3,45.500,7.800,131.300
FUZZY,66,4,84.000,0.900,2.850
FUZZY,66,5,70.000,3.000,19.000
FUZZY,66,6,34.222,3.300,34.788
FUZZY,66,7,57.750,9.900,166.650
FUZZY,66,8,56.000,0.600,1.900
FUZZY,66,12,84.000,0.900,2.850
FUZZY,66,9,49.000,2.100,13.300
FUZZY,66,10,52.889,5.100,53.763
FUZZY,66,11,33.250,5.700,95.950
FUZZY,66,13,63.000,2.700,17.100
FUZZY,66,14,68.444,6.600,69.575
FUZZY,66,15,54.250,9.300,156.550
FUZZY,66,16,28.000,0.300,0.950
FUZZY,66,17,42.000,1.800,11.400
FUZZY,66,18,40.444,3.900,41.113
FUZZY,66,19,47.250,8.100,136.350
FUZZY,66,20,0.000,0.000,0.000
FUZZY,66,21,63.000,2.700,17.100
FUZZY,66,24,56.000,0.600,1.900
FUZZY,66,28,112.000,1.200,3.800
FUZZY,66,22,37.333,3.600,37.950
FUZZY,66,23,40.250,6.900,116.150
FUZZY,66,25,70.000,3.000,19.000
FUZZY,66,26,62.222,6.000,63.250
FUZZY,66,27,45.500,7.800,131.300
FUZZY,66,29,63.000,2.700,17.100
FUZZY,66,30,31.111,3.000,31.625
FUZZY,66,31,47.250,8.100,136.350
FUZZY,66,32,28.000,0.300,0.950
FUZZY,66,33,70.000,3.000,19.000
FUZZY,66,34,71.556,6.900,72.738
FUZZY,66,35,47.250,8.100,136.350
FUZZY,66,36,0.000,0.000,0.000
FUZZY,66,37,28.000,1.200,7.600
FUZZY,66,38,34.222,3.300,34.788
FUZZY,66,39,49.000,8.400,141.400
FUZZY,66,40,56.000,0.600,1.900
FUZZY,66,41,63.000,2.700,17.100
FUZZY,66,42,52.889,5.100,53.763
FUZZY,66,44,56.000,0.600,1.900
FUZZY,66,45,49.000,2.100,13.300
FUZZY,66,43,54.250,9.300,156.550
FUZZY,66,46,65.333,6.300,66.413
FUZZY,66,47,75.250,12.900,217.150
FUZZY,66,48,56.000,0.600,1.900
FUZZY,66,49,56.000,2.400,15.200
FUZZY,67,0,0.000,0.000,0.000
FUZZY,67,1,91.000,3.900,24.700
FUZZY,67,2,46.667,4.500,47.438
FUZZY,67,3,50.750,8.700,146.450
FUZZY,67,4,0.000,0.000,0.000
FUZZY,67,5,56.000,2.400,15.200
FUZZY,67,6,93.333,9.000,94.875
FUZZY,67,7,45.500,7.800,131.300
FUZZY,67,8,84.000,0.900,2.850
FUZZY,67,9,84.000,3.600,22.800
FUZZY,67,10,37.333,3.600,37.950
FUZZY,67,11,52.500,9.000,151.500
FUZZY,67,12,0.000,0.000,0.000
FUZZY,67,13,77.000,3.300,20.900
FUZZY,67,14,43.556,4.200,44.275
FUZZY,67,15,38.500,6.600,111.100
FUZZY,67,16,84.000,0.900,2.850
FUZZY,67,17,63.000,2.700,17.100
FUZZY,67,20,0.000,0.000,0.000
FUZZY,67,18,62.222,6.000,63.250
FUZZY,67,19,61.250,10.500,176.750
FUZZY,67,21,91.000,3.900,24.700
FUZZY,67,22,68.444,6.600,69.575
FUZZY,67,23,57.750,9.900,166.650
FUZZY,67,24,0.000,0.000,0.000
FUZZY,67,25,49.000,2.100,13.300
FUZZY,67,26,130.667,12.600,132.825
FUZZY,67,27,38.500,6.600,111.100
FUZZY,67,28,0.000,0.000,0.000
FUZZY,67,29,70.000,3.000,19.000
FUZZY,67,30,31.111,3.000,31.625
FUZZY,67,31,43.750,7.500,126.250
FUZZY,67,32,56.000,0.600,1.900
FUZZY,67,33,28.000,1.200,7.600
FUZZY,67,34,65.333,6.300,66.413
FUZZY,67,35,57.750,9.900,166.650
FUZZY,67,36,0.000,0.000,0.000
FUZZY,67,37,91.000,3.900,24.700
FUZZY,67,38,40.444,3.900,41.113
FUZZY,67,40,0.000,0.000,0.000
FUZZY,67,44,84.000,0.900,2.850
FUZZY,67,39,54.250,9.300,156.550
FUZZY,67,41,84.000,3.600,22.800
FUZZY,67,42,68.444,6.600,69.575
FUZZY,67,43,57.750,9.900,166.650
FUZZY,67,45,56.000,2.400,15.200
FUZZY,67,46,90.222,8.700,91.712
FUZZY,67,47,70.000,12.000,202.000
FUZZY,67,48,56.000,0.600,1.900
FUZZY,67,49,70.000,3.000,19.000
FUZZY,68,0,84.000,0.900,2.850
FUZZY,68,1,119.000,5.100,32.300
FUZZY,68,2,87.111,8.400,88.550
FUZZY,68,3,57.750,9.900,166.650
FUZZY,68,4,28.000,0.300,0.950
FUZZY,68,5,126.000,5.400,34.200
FUZZY,68,6,49.778,4.800,50.600
FUZZY,68,7,49.000,8.400,141.400
FUZZY,68,8,196.000,2.100,6.650
FUZZY,68,9,77.000,3.300,20.900
FUZZY,68,10,77.778,7.500,79.063
FUZZY,68,11,66.500,11.400,191.900
FUZZY,68,12,168.000,1.800,5.700
FUZZY,68,13,63.000,2.700,17.100
FUZZY,68,14,46.667,4.500,47.438
FUZZY,68,15,35.000,6.000,101.000
FUZZY,68,16,224.000,2.400,7.600
FUZZY,68,17,91.000,3.900,24.700
FUZZY,68,18,49.778,4.800,50.600
FUZZY,68,19,42.000,7.200,121.200
FUZZY,68,20,196.000,2.100,6.650
FUZZY,68,21,91.000,3.900,24.700
FUZZY,68,24,0.000,0.000,0.000
FUZZY,68,28,140.000,1.500,4.750
